Column 1, Column 2, Column 3, Column 4, Column 5
stop,I_Rb_0/
29.2611,0,0.0143786,0.0143786,9.36158
24.0463,0,0.0145738,0.0145738,9.35917
27.7208,0,0.0101776,0.0101776,9.35891
18.0364,0,0.00283172,0.00283172,36.7263
15.4731,0,0.0042165,0.0042165,36.736
20.3369,0,0.01863,0.01863,18.499
14.3845,0,0.0169957,0.0169957,18.3903
21.514,0,-0.0114019,-0.0114019,18.4799
19.7397,0,-0.0270537,-0.0270537,45.9028
13.2559,0,0.0238594,0.0238594,45.9338
20.8034,0,-0.00010549,-0.00010549,45.915
34.1332,0,0.0133417,0.0133417,5.06938
33.4873,0,0.01328,0.01328,5.06541
39.31,0,0.00603108,0.00603108,5.06764
20.6912,0,-0.00255837,-0.00255837,32.4088
19.5778,0,0.0329134,0.0329134,32.4372
28.4772,0,0.0043452,0.0043452,32.4419
28.0233,0,0.0127998,0.0127998,22.8077
18.4446,0,0.0439843,0.0439843,22.7922
19.1046,0,0.0111374,0.0111374,22.7828
31.4782,0,0.00744286,0.00744286,50.1762
23.4622,0,0.0798088,0.0798088,50.2426
23.8506,0,0.0367579,0.0367579,50.1595
34.118,0,0.0115264,0.0115264,2.3796
28.7669,0,0.0146063,0.0146063,2.39568
30.9397,0,0.00838199,0.00838199,2.37094
24.0498,0,0.0511897,0.0511897,29.725
15.3916,0,-0.168151,-0.168151,29.864
19.2157,0,0.00951767,0.00951767,29.723
24.3428,0,-0.00225661,-0.00225661,25.4938
20.975,0,-0.00660215,-0.00660215,25.449
27.5445,0,-0.0143028,-0.0143028,25.499
30.3177,0,0.0111456,0.0111456,52.8724
27.715,0,0.0073677,0.0073677,52.8875
32.9306,0,0.0129582,0.0129582,52.8675
23.861,0,0.0206496,0.0206496,11.5636
21.6037,0,0.0105381,0.0105381,11.5549
28.8453,0,0.0103917,0.0103917,11.5578
12.961,0,-0.00297209,-0.00297209,39.1342
20.5656,0,-0.00775304,-0.00775304,38.9458
26.4702,0,0.000698486,0.000698486,16.312
17.7538,0,0.00500075,0.00500075,16.3186
19.966,0,-0.00941083,-0.00941083,16.297
23.4809,0,0.0105247,0.0105247,43.689
12.8277,0,0.0207517,0.0207517,43.6127
15.8867,0,0.0358256,0.0358256,43.7857
30.6795,0,0.01032,0.01032,1.62215
24.4949,0,0.0108935,0.0108935,1.61846
26.9745,0,0.0066293,0.0066293,1.62162
19.8996,0,0.00832321,0.00832321,28.9997
13.569,0,-0.0158599,-0.0158599,28.959
14.0793,0,0.00546913,0.00546913,26.2326
7.16173,0,0.142807,0.142807,26.1633
19.3118,0,0.000573931,0.000573931,26.2174
24.3354,0,-0.00319119,-0.00319119,53.6104
21.1191,0,0.0184406,0.0184406,53.6437
27.7063,0,-0.0123615,-0.0123615,53.6315
29.5697,0,0.00859125,0.00859125,12.7924
27.683,0,0.00605208,0.00605208,12.8118
33.5941,0,0.00630301,0.00630301,12.8072
22.9878,0,0.0253925,0.0253925,40.1306
20.5735,0,0.010664,0.010664,40.1651
28.0513,0,0.0103347,0.0103347,40.1773
30.2608,0,0.00125643,0.00125643,15.0632
23.1157,0,0.0279249,0.0279249,15.0502
24.9328,0,0.028543,0.028543,15.0461
26.4242,0,-0.00207275,-0.00207275,42.4309
17.8049,0,0.0183094,0.0183094,42.4804
20.0646,0,-0.00318794,-0.00318794,42.4349
28.025,0,0.00627144,0.00627144,11.8855
21.2104,0,0.00234154,0.00234154,11.8737
24.1182,0,0.00754647,0.00754647,11.8884
19.8783,0,-0.017646,-0.017646,39.2605
14.1272,0,-0.154333,-0.154333,39.2809
22.012,0,-0.00865584,-0.00865584,15.9907
18.2518,0,-0.0289731,-0.0289731,15.9603
25.4562,0,-0.00475474,-0.00475474,15.9867
17.8529,0,-0.00270017,-0.00270017,43.374
12.7874,0,0.0422799,0.0422799,43.3165
21.932,0,-0.00044275,-0.00044275,43.3651
29.3857,0,0.000776273,0.000776273,2.06109
27.5925,0,0.0113993,0.0113993,2.0532
33.576,0,0.00147874,0.00147874,2.04225
17.1184,0,0.021957,0.021957,29.4463
13.5566,0,0.0369153,0.0369153,29.424
23.5693,0,0.0215325,0.0215325,29.4672
27.6698,0,-0.00571318,-0.00571318,25.7989
19.4836,0,-0.048298,-0.048298,25.8146
21.4711,0,-0.0132368,-0.0132368,25.8062
33.6922,0,0.00960536,0.00960536,53.1934
27.3624,0,0.0167556,0.0167556,53.2152
28.8152,0,0.00249998,0.00249998,53.195
34.314,0,0.00739807,0.00739807,10.7505
28.8969,0,0.00717034,0.00717034,10.7568
31.0164,0,0.0102755,0.0102755,10.7488
26.911,0,0.00501023,0.00501023,38.1296
19.5511,0,0.010491,0.010491,38.1641
22.4313,0,0.0247938,0.0247938,38.1083
24.2285,0,0.0830469,0.0830469,17.1241
21.0632,0,0.00706626,0.00706626,17.0454
27.6026,0,0.00675983,0.00675983,17.1158
22.0481,0,0.0199927,0.0199927,44.5472
18.3064,0,0.00193597,0.00193597,44.49
25.6405,0,0.000291521,0.000291521,44.5029
28.5956,0,0.0122985,0.0122985,3.67252
26.6463,0,0.0166969,0.0166969,3.67267
32.7236,0,0.0127309,0.0127309,3.67422
12.6879,0,-0.00877707,-0.00877707,30.9951
7.58769,0,-0.0103271,-0.0103271,30.5855
20.3805,0,-0.00759529,-0.00759529,31.0528
21.8506,0,0.0287675,0.0287675,24.185
9.88425,0,0.0738496,0.0738496,24.1268
13.6209,0,-0.0191086,-0.0191086,24.1632
27.623,0,-0.00290276,-0.00290276,51.6142
19.553,0,0.00235666,0.00235666,51.6656
21.7419,0,-0.00442505,-0.00442505,51.7046
24.523,0,-0.0090277,-0.0090277,21.0828
16.3002,0,0.00360449,0.00360449,21.1169
20.0021,0,-0.0248664,-0.0248664,21.0437
26.7131,0,0.00332931,0.00332931,48.4645
19.4179,0,0.00626617,0.00626617,48.4421
22.5774,0,0.000726371,0.000726371,48.4571
29.5225,0,0.00623429,0.00623429,6.7821
26.8052,0,0.00899892,0.00899892,6.78824
32.1696,0,0.00501315,0.00501315,6.77745
14.2395,0,0.0482761,0.0482761,34.234
19.0385,0,0.014027,0.014027,34.1792
20.9801,0,-0.00537154,-0.00537154,20.7215
18.422,0,-0.00181722,-0.00181722,20.6926
26.5546,0,-0.00932785,-0.00932785,20.7199
23.0491,0,0.0142135,0.0142135,48.0843
20.7317,0,0.030613,0.030613,48.0819
28.2204,0,0.00112084,0.00112084,48.0951
33.7354,0,0.00612107,0.00612107,7.1616
27.4111,0,0.00815971,0.00815971,7.15822
28.8731,0,0.00554745,0.00554745,7.14427
22.1323,0,-0.00856407,-0.00856407,34.5189
9.91281,0,0.0452694,0.0452694,34.6132
13.3094,0,0.0909762,0.0909762,34.4016
23.9727,0,0.0122461,0.0122461,19.3935
15.7365,0,0.0662475,0.0662475,19.3101
19.5867,0,0.00652737,0.00652737,19.3869
24.3974,0,-0.00285852,-0.00285852,46.7768
16.3635,0,0.0298387,0.0298387,46.8762
20.075,0,0.00835073,0.00835073,46.7646
30.0519,0,0.00590051,0.00590051,8.47992
27.2934,0,0.0054797,0.0054797,8.47453
32.4759,0,0.00415837,0.00415837,8.4777
18.0152,0,0.00352413,0.00352413,35.8351
12.6445,0,0.10509,0.10509,35.8912
21.8213,0,-0.00668883,-0.00668883,35.867
16.8121,0,0.0478345,0.0478345,21.9687
13.7748,0,0.0447761,0.0447761,21.8941
23.699,0,-0.00988043,-0.00988043,21.9164
21.1086,0,-0.00681859,-0.00681859,49.3463
18.6218,0,-0.00280163,-0.00280163,49.3033
26.8214,0,-0.00457293,-0.00457293,49.3075
35.7471,0,0.0075477,0.0075477,5.94656
29.7593,0,0.012077,0.012077,5.93695
31.0039,0,0.00513959,0.00513959,5.9371
23.6916,0,0.00247742,0.00247742,33.3345
12.7301,0,0.10175,0.10175,33.4429
15.6254,0,-0.00713115,-0.00713115,33.2895
,,,,
stop,I_Rb_-1/
26.0507,-0.0157387,-0.0207756,-0.00503684,26.9232
14.6472,0.0350548,0.0405385,0.00548373,26.9314
14.6611,0.0348277,0.0283264,-0.0065013,26.8841
33.3156,-0.0430222,-0.0420181,0.00100413,54.2753
25.3474,-0.0312173,-0.0321177,-0.00090039,54.2642
25.3651,-0.0312846,-0.0324506,-0.00116606,54.2496
25.2558,-0.0314661,-0.0323022,-0.000836116,0.961565
24.8301,-0.0300263,-0.0296817,0.000344616,0.962864
32.6087,-0.0429835,-0.0394413,0.00354218,0.985536
11.0867,0.084816,0.0612784,-0.0235376,28.5098
10.13,0.10543,0.0589348,-0.0464953,28.405
23.5189,-0.00766503,-0.00225373,0.0054113,28.3506
26.8833,-0.0343453,-0.0327123,0.00163295,14.8985
22.1508,-0.0189152,-0.0154871,0.00342813,14.8989
26.9693,-0.0345081,-0.0369653,-0.00245726,14.9024
22.2477,-0.0140871,-0.00854348,0.0055436,42.2328
16.1902,0.0221034,0.00412569,-0.0179777,42.2325
22.3036,-0.014293,-0.0153836,-0.00109054,42.2452
26.7731,-0.0355383,-0.0248943,0.010644,13.0025
21.4713,-0.0184007,-0.00539317,0.0130076,12.9926
25.9501,-0.0338806,-0.0275306,0.00635005,12.9852
19.7134,-0.00358326,0.00829414,0.0118774,40.3348
11.2447,0.0812248,0.0461001,-0.0351247,40.3532
18.5416,0.00210998,-0.000275338,-0.00238532,40.3487
36.4437,-0.0464575,-0.0373027,0.00915476,8.54275
29.326,-0.0375939,-0.0250321,0.0125617,8.55153
29.3207,-0.0376038,-0.0228456,0.0147582,8.5714
27.4468,-0.017024,-0.00411722,0.0129068,35.864
16.7403,0.0224759,0.0486621,0.0261862,35.8635
16.9312,0.0212623,0.040278,0.0190157,35.8351
25.0821,-0.0174607,0.00655916,0.0240199,19.3081
24.6588,-0.015522,-0.00397805,0.0115439,19.294
32.463,-0.0335389,-0.0256836,0.00785535,19.3332
25.0397,-0.0175099,0.00923007,0.02674,46.6654
24.6168,-0.0154879,-0.00836751,0.00712044,46.6715
32.4715,-0.0336717,-0.0251285,0.00854327,46.696
31.3077,-0.0405591,-0.0372542,0.00330489,5.39321
27.3626,-0.0291243,-0.0264251,0.00269913,5.36559
31.3392,-0.0406159,-0.0361133,0.00450253,5.394
15.1032,0.031173,0.0341444,0.00297143,32.8289
15.4917,0.0277766,0.0189889,-0.00878768,32.7923
19.5822,-0.00519855,-0.00798877,-0.00279022,22.4721
11.341,0.0780234,0.0501391,-0.0278843,22.399
18.4998,7.2554e-05,-0.0200263,-0.0200989,22.433
23.9187,-0.0273761,-0.0311792,-0.00380312,49.8829
17.7325,0.00126895,-0.0149572,-0.0162261,49.8202
23.015,-0.0248894,-0.0263966,-0.00150715,49.8691
25.0622,-0.0311203,-0.0349959,-0.00387557,10.0346
24.6222,-0.0295844,-0.0353341,-0.00574979,10.0019
32.4155,-0.0427492,-0.0454656,-0.00271639,10.0118
11.3391,0.0799154,0.0177871,-0.0621283,37.3089
10.2459,0.102714,0.0640827,-0.0386312,37.07
23.6135,-0.00823173,-0.0193218,-0.0110901,37.3868
27.2902,-0.0273942,-0.0262813,0.00111289,17.8622
16.7605,0.00841291,0.00978102,0.00136811,17.8485
16.7927,0.00816478,-0.00579117,-0.0139559,17.8919
26.0889,-0.0216766,-0.0315351,-0.00985844,45.2443
14.9677,0.0254945,0.0373128,0.0118182,45.3846
15.043,0.0247363,0.030966,0.00622966,45.3493
35.598,-0.0456833,-0.0408316,0.00485176,4.39743
31.7782,-0.0372441,-0.0329934,0.00425073,4.39448
34.9375,-0.0447417,-0.0424904,0.00225123,4.39408
23.8937,-0.00974803,-0.00217036,0.00757767,31.8122
17.7595,0.0277559,0.0412989,0.013543,31.8177
22.8883,-0.00603937,-0.00257729,0.00346209,31.8269
21.9446,-0.0129305,0.00765036,0.0205809,23.4851
15.8886,0.0245771,0.0517379,0.0271608,23.469
22.1474,-0.0136453,-0.00915243,0.00449291,23.4693
26.9915,-0.0348143,-0.0240699,0.0107445,50.8727
22.2617,-0.0195835,-0.00685665,0.0127268,50.8277
27.058,-0.0349217,-0.027107,0.00781468,50.8387
,,,,
32.8424,-0.0426301,-0.033022,0.00960807,9.36977
24.9416,-0.0302163,-0.0228669,0.00734937,9.3567
24.8197,-0.0298027,-0.0228068,0.00699591,9.36286
23.4287,-0.00488823,0.00024043,0.00512866,36.7455
9.61829,0.118481,0.123384,0.0049037,36.9009
9.32889,0.126476,0.109689,-0.0167872,36.8571
18.4385,-0.00221358,-0.00318338,-0.000969805,18.5272
18.0974,-1.28526e-05,-0.0116266,-0.0116138,18.4665
27.9359,-0.0294371,-0.0302735,-0.000836316,18.5018
17.619,0.00405416,0.000636426,-0.00341773,45.8635
17.1535,0.00746028,0.00670576,-0.000754514,45.8318
27.3878,-0.0268514,-0.0254162,0.00143516,45.8739
32.7001,-0.0436284,-0.0368547,0.00677372,4.59608
28.7866,-0.034193,-0.0204008,0.0137923,4.5883
32.5161,-0.0433625,-0.0375839,0.00577859,4.58525
18.9667,0.00380591,0.0419511,0.0381452,31.9581
10.8362,0.0924179,0.148285,0.055867,31.9774
18.6215,0.00559682,0.0344626,0.0288657,31.9319
24.1759,-0.0187524,-0.0155434,0.003209,23.2882
18.3613,0.0103742,0.0277962,0.017422,23.2411
23.5612,-0.0168781,-0.0172717,-0.000393602,23.3008
28.5657,-0.0359509,-0.0219922,0.0139587,50.668
23.7991,-0.0215931,-0.0134326,0.00816058,50.6559
28.0442,-0.0349593,-0.0290994,0.00585993,50.6695
29.1414,-0.0375633,-0.0249821,0.0125812,9.50054
28.935,-0.0369822,-0.0232396,0.0137427,9.49178
35.9534,-0.0462112,-0.0369152,0.00929605,9.50249
18.0496,0.0151542,0.0500283,0.0348741,36.8529
17.6273,0.0182286,0.0541991,0.0359706,36.8634
27.7479,-0.0182927,-0.00506371,0.013229,36.8885
29.018,-0.031186,-0.0142923,0.0168937,18.3604
19.6924,-0.00785091,0.0427485,0.0505994,18.3696
19.4942,-0.00672345,0.0159864,0.0227099,18.3822
28.3521,-0.0288248,-0.0184131,0.0104117,45.7379
18.7838,-0.00243447,0.0414139,0.0438483,45.7537
18.539,-0.000876977,0.01666,0.017537,45.7297
32.3283,-0.0428515,-0.0349271,0.00792434,4.91806
28.2545,-0.0325698,-0.0253744,0.00719535,4.91615
31.9356,-0.0422337,-0.0335838,0.00864987,4.91135
17.8888,0.00961496,0.00458459,-0.00503037,32.2814
8.42482,0.154135,0.120125,-0.0340101,32.0278
17.1649,0.014066,0.00258307,-0.0114829,32.2854
18.7211,-0.000285488,0.0155428,0.0158283,22.9705
10.467,0.0965795,0.0941705,-0.002409,22.9544
18.3639,0.00157373,-0.00387542,-0.00544915,22.9398
23.8788,-0.0277567,-0.0276074,0.000149252,50.3767
18.0114,-0.000905355,0.00262425,0.00352961,50.3297
23.5113,-0.0267685,-0.0250184,0.0017501,50.3623
,,,,
29.3369,-0.0402605,-0.0269061,0.0133544,0.46204
25.5732,-0.0302537,-0.0215829,0.00867075,0.462226
30.2586,-0.0417185,-0.0317933,0.00992529,0.45902
19.5305,-0.00019852,-0.00536741,-0.00516889,27.8392
13.3454,0.0528958,0.0320444,-0.0208514,27.8156
20.8727,-0.00600022,0.00269854,0.00869877,27.8556
19.1735,0.0013125,0.0235248,0.0222123,27.423
9.29638,0.127014,0.12061,-0.00640444,27.3664
16.4968,0.0170933,0.0167201,-0.000373206,27.3948
28.8005,-0.0398598,-0.039309,0.000550836,54.8195
23.3621,-0.0252706,-0.00750085,0.0177697,54.8109
27.0591,-0.0367727,-0.0362631,0.00050964,54.7984
31.3521,-0.0399317,-0.031431,0.00850071,13.9449
23.2937,-0.0247491,-0.0125414,0.0122078,13.9497
23.9167,-0.0270729,-0.0207916,0.00628135,13.9051
26.5447,-0.0208275,-0.00983402,0.0109935,41.3508
16.1468,0.0207167,0.0181835,-0.00253313,41.2811
16.8744,0.0145621,0.0261741,0.011612,41.2222
22.1926,-0.0223605,-0.002692,0.0196685,13.8956
21.0874,-0.0174713,-0.00138756,0.0160837,13.9028
29.4066,-0.037325,-0.0202886,0.0170364,13.9106
14.7093,0.0308507,0.0986478,0.067797,41.3679
12.8666,0.0536115,0.0700906,0.0164791,41.27
24.1543,-0.0155518,-0.00113779,0.014414,41.318
31.1124,-0.0423823,-0.032609,0.00977337,9.07822
27.4761,-0.0334636,-0.00314551,0.0303181,9.0841
31.8092,-0.0434154,-0.0313087,0.0121067,9.07115
20.5536,-0.00300079,0.0301904,0.0331912,36.392
14.3587,0.0439882,0.105026,0.0610379,36.483
21.5596,-0.00703543,0.000140806,0.00717623,36.357
28.6685,-0.0308434,-0.00359843,0.0272449,18.7911
23.4168,-0.0121829,0.0689775,0.0811604,18.7209
27.1711,-0.0273317,-0.00875338,0.0185783,18.809
28.4345,-0.0290025,-0.0260919,0.00291057,46.1928
23.0455,-0.00859774,-0.0186615,-0.0100637,46.1812
26.9088,-0.0252244,-0.0334462,-0.00822183,46.2013
34.9095,-0.0441338,-0.025853,0.0182808,4.87957
27.783,-0.0324258,-0.0108046,0.0216212,4.85921
28.1755,-0.0337308,-0.0123541,0.0213767,4.86411
22.2336,-0.000421382,0.0070519,0.00747329,32.2675
7.31156,0.20133,0.198471,-0.00285971,32.5474
8.57906,0.15054,0.0963596,-0.0541805,32.5113
14.3953,0.0333187,-0.0064179,-0.0397366,23.0026
12.8889,0.0523929,-0.0267263,-0.0791192,22.9326
24.3223,-0.016531,-0.0321919,-0.0156609,22.9803
20.5545,-0.0154648,0.00446818,0.0199329,50.3734
19.4921,-0.00985785,0.0189114,0.0287692,50.3603
28.4035,-0.0344034,-0.0173441,0.0170593,50.3633
29.2606,-0.0404661,-0.0292845,0.0111816,9.36448
24.0468,-0.026675,-0.0218606,0.00481448,9.35745
27.7261,-0.0377917,-0.0314101,0.00638168,9.35993
18.0433,0.00837885,0.00942012,0.00104127,36.7166
6.33478,0.252288,-0.00119022,-0.253478,36.2745
15.4372,0.0265466,0.0139259,-0.0126207,36.7183
20.3268,-0.0125704,0.0196714,0.0322418,18.5032
14.4124,0.0311915,0.0759703,0.0447788,18.3578
21.5258,-0.017125,-0.00129193,0.015833,18.485
19.7615,-0.0090308,-0.0529527,-0.0439219,45.9212
13.2453,0.0461241,-0.00973022,-0.0558543,45.9197
20.8306,-0.0134317,-0.0294154,-0.0159838,45.932
34.1211,-0.0411451,-0.0168555,0.0242896,5.05213
33.4779,-0.0393519,-0.0133373,0.0260145,5.05202
39.3015,-0.0478901,-0.0326855,0.0152046,5.05869
20.76,0.00957285,0.0106216,0.00104872,32.4421
19.5998,0.0177967,0.0345935,0.0167969,32.4232
28.4512,-0.0176401,-0.0119543,0.00568581,32.4342
28.0015,-0.0247984,-0.017654,0.00714445,22.798
18.4571,0.00571303,0.0105341,0.00482106,22.8011
19.1239,0.00138023,-0.00421926,-0.0055995,22.7833
31.5038,-0.0387894,-0.00836687,0.0304225,50.1812
23.4553,-0.0235342,0.0970054,0.12054,50.2298
23.9093,-0.0252688,0.0509209,0.0761897,50.1931
34.1501,-0.0458608,-0.0311102,0.0147505,2.40272
28.7905,-0.0357806,-0.0239742,0.0118064,2.4149
30.9684,-0.0414391,-0.0358107,0.00562839,2.40108
24.0316,-0.0132531,0.0878031,0.101056,29.7214
15.4047,0.0358647,0.172147,0.136283,29.8129
19.2459,0.00535944,0.00865871,0.00329927,29.683
24.3377,-0.00983016,-0.013198,-0.00336787,25.4735
20.9925,0.0104256,0.0248185,0.0143928,25.3817
27.5299,-0.0202056,-0.0179325,0.00227314,25.4874
30.3143,-0.0372886,-0.0188313,0.0184573,52.8657
27.6956,-0.0293196,-0.0147682,0.0145514,52.8558
